authorId,name,affiliations
46883192,Matthias Braun,
4403401,Reshma A. Rangwala,
31104323,Fengchao Xiong,
6103930,Benjamin Harich,
81424281,Yen-Cheng Chiu,
2326018,L. Pennacchio,
52408580,Bruce Momjian,
3790164,A. Maertens,
73453172,Michael L. Callihan,
9371012,L. Parker,
46487938,L. Conde,
2252874293,David Schnurr,
2087919644,Qianli Ma,
145915674,P. Mazzetti,
3032149,Chuanren Liu,
39094417,W. Haw,
115093841,Raju Vaishya,"Indraprastha Apollo Hospitals, Sarita Vihar, New Delhi 110076"
3049302,L. Trevena,
6606263,R. Balderas,
1761164,R. McConnell,
1711982,Yufei Chen,City University of Hong Kong; Xi'an Jiaotong University
6109811,L. Baig,
8519553,Eliza Kosoy,
2176181,Andrea Turbati,
38831063,G. Neumann,
2188835221,Ronald M. Summers,
2552578,Shuang Pi,
2105859910,R. Srinivasan,
24283506,E. Mooij,
73497568,Yocum Ken,
2249066176,Mubarak Shah,
3594244,C. V. D. van der Kallen,
95528042,Bohan Wu,
32126562,M. Soare,
2330364101,Dongsheng Li,
39435824,I. Davies,
2226900085,P. Hatﬁeld,
39412960,K. Petersen,
144114885,J. Laffey,
2474246,L. Yoong,
2237431048,Iiz V D Tughan,
14898229,Andreas Hövermann,
9138795,V. Kong,
1874875179,Jingui Xie,
40506954,K. Scales,
6284773,K. Kouremenos,
1703919,M. Sepehri,
1396240234,Shinichi Katsukura,
13203851,A. Bagha,
1962326,E. Kenar,
2090288486,S. Yuan,
1563206882,A. Thakur,
1452252384,Janardhan Padiyar M,
2327163089,Ryan Li,
2118733289,Xun Xu,
1702212,Tova Milo,
2057377905,María F. Esteller,
2841331,Alexey Dosovitskiy,
2140195726,Qian Yang,
2464550,Margaret E. Roberts,
2765415,Brannon Batson,
52029112,P. Kessel,
2683672,Moonkyoung Jang,
49029448,A. Manu,
2316241372,Igor Mordatch,
2267807,P. Dawyndt,
12431066,Erin Lymer,
4585011,T. Williamson,
143990011,Haiyang Yu,
12852307,Kenny K. Wong,
66185730,A. Goncharenko,
1397413838,Mutaz M. Al-Debei,
114331248,Ian E. Smith,
22265790,Changxu Wang,
2827962,Esa Rahtu,Tampere University
145929158,P. Nielsen,
2109128361,Zhenyu Liu,
2022014,Urška Demšar,
2115313387,Han Zhu,
2066030820,Nan Jia,
2150342185,Keping Yu,
32749516,Mateusz Buda,
2265531978,M. I. V. Eale,
2275245771,Lauren Workman,
49684735,J. Lee,
31241851,A. H. Osman,
2872698,Tingjian Ge,
121128324,Boa-Hua Yu,
2145434418,Yan-Qing Huang,
39368405,J. Sperling,
1687334,Sutharshan Rajasegarar,
8439459,D. Magnus,
2038409,L. Wakefield,
40948029,Gilles Guézennec,
23690960,A. Sohail,
2820282,Leslie A. DeChurch,
4535280,G. Riley,
98052784,Preben Godoe,
34570991,V. D. Francesco,
134757625,Stefan Schweter,
1734175,Huimin Cui,
143674021,M. Pauly,
2629441,K. Verbert,
52066403,Natalie Jessup,
35280556,Eelco Plugge,
145191157,E. Gross,
3016784,James Tanton,
145559915,T. Anderson,
2152737141,Chao Zhang,
2903815,C. Karakuş,
145606754,P. Casas,
2246377,C. E. Cuesta,
12268808,Vikram Dhillon,
2158115122,Yinghui Ma,
2319155,Doru-Thom Popovici,
1770802,Eelke Folmer,"University of Nevada, Reno"
47033357,V. March,
34765463,Roy Frostig,
70127537,Helen Lentell,
1775071,Talal Rahwan,
104440832,Ron Heichman,
1726053117,Gai Fang,
144952241,Larry Huston,
32399256,Chongli Qin,
2056709,C. Leibson,
6699362,T. Keyserling,
9522307,J. Landay,
3077182,Jouni Pohjalainen,
1403400183,O. Ramírez-Rodríguez,
2149051522,Hao Chen,
1697867,S. Kotsiantis,
2153500909,Chunhai Fan,
2238144945,Dr. A. Kakoli Rao,
70349407,Saul Jaspan,
2073722898,E. J. Hager,
144145429,B. Webb,
50686770,J. Jose,
2759881,R. Raworth,
2202921363,Xiu-Shen Wei,
3224102,D. Bacciu,
50782015,T. Bodenheimer,
1747254,T. Nakatani,
50007145,J. Araki,
3392279,B. Dowd,
2107148568,H. F. Song,
4690624,Ari S. Morcos,
50161986,R. Mendes,
32170898,C. Drosten,
2154495143,Xizhao Wang,
144788926,P. Roberts,
46999410,N. Costantini,
47890108,Peter Carr,
3398820,Sangheon Oh,
2516522,R. Koszul,
17668671,Philip J. Nickel,
1817850,R. Schlenk,
2091919964,Patrick Cummings,
1812988,Matthew E. Ritchie,
7392270,S. Sui,
1705281,S. Huff,
113621743,A. Jonas,
79641827,V. Dennis,
47601567,J. Vis,
153237136,M. Stocker,
7692691,Nikhil R. Devanur,
1714501,G. Thallinger,
2555549,M. Braendli,
2074979,Minyang Han,
7963360,Tiongsun Chia,
49461662,Guangfan Li,
1745605,Catherine A. Larson,
144989051,Carlos A. Costa,
3407605,Federico Pistono,
1395936685,Ibomoiye Domor Mienye,
46264306,A. Chakraborty,
2172588,Fatemeh Seyednasrollah,
40455678,Jie Xu,University of Miami
2630510,D. Lindberg,
47662528,E. Duval,
10205271,S. W. Zaranek,
1788978,Qingwu Hu,
152554829,D. S. Magruder,
143601468,S. Fong,
2155468838,Wei Zhang,
2156958,Erwan Moreau,Trinity College Dublin; Adapt Centre
2428898,G. Zielhuis,
35000349,L. Crowe,
2161037,Lingqiao Liu,
143614708,Zhijie Wang,
104332559,Natasa J. Vidic,
81780580,L. Fernández-Luque,
4482707,D. Casarett,
1726978,Stefano Mizzaro,
74139537,Aadarsh Malviya,
2160629076,Joel Lindegger,
34945111,Sachini Herath,
1829415,W. Getz,
145117953,Andy Shih,
103456870,Harold Morick,
102443256,C. Allaire,
1709236,S. Bechhofer,
40434199,Maosong Fu,
143754359,Varun Chandrasekaran,
49588429,Thorsten Papenbrock,
1693589,Meina Kan,
32111337,S. Newman,
49114515,Catherine Chapuis,
144448267,R. Byrd,
29637867,Deborah L Butler,
4813863,T. Provencher,
2116213931,Zhong Zhao,
13099989,Hongqiao Su,
2031498555,Abdessamad El Boushaki,
33857494,Craig Chasseur,
48685423,Nikhil Naik,
2446034,Pablo Delatorre,
2056202139,John P. John,
87574868,Fumito Matsuura,
2619495,Kathryn T. Stolee,
1737624,S. Vigna,
1491070454,Beixi Wang,
2522394,Theodoros Salonidis,
1404029361,Peta E. Torrance,
21751647,Gaby G. Dagher,
92703038,R. Pavlick,
1697856,S. Velastín,
2142466387,Amy Justice,
4782975,A. Mafficini,
144014517,T. Diaz,
1404322581,Susan O'Donnell,
2153656874,Ao Zhang,
100556981,V. Gladun,
119365490,B. Hesse,
10700685,Darcy A. Reed,
2265617722,Walter Wang,
2256152032,Siva Reddy,
2053330496,Catherine Rey,
5920229,J. Quaresma,
2061444681,Christopher R'e,
51902663,Douglas Hanley,
21198503,Margaret Buxton,
2285455,Venkata P. Satagopam,
4517119,F. Wagemans,
2932960,Ross D. Shachter,
1878835,Daniel Ramage,
2855533,M. Sambasivan,
9760945,Haochuan Fan,
144729534,Hendrik Dietz,
49794468,Xiangping Chen,
10802214,Leah Kulp,
34347435,Alexander A. Shishkin,
3482513,Sheridan Sayles,
1394353723,Peter Deaville,
103485736,S. Mukkavilli,
70089673,Hüseyin Çakir,
2969738,M. Martone,
47019723,S. Sherry,
2115902872,Jian Wu,
2018910,Pradyumna Tambwekar,
8316622,F. Malitz,
2119034193,Yue Liu,
47319370,Shu-Xia Li,
9300653,Lucia Larise Stavarache,
36043305,Dongchao Xie,
2544559,C. V. Mering,
2258803434,Hao Peng,
4492167,H. Hennin,
145610328,Peter F. Schulam,
32916141,Noelle Brown,
145353688,Yun Fan,
1388888681,T. Holland-Letz,
2202029,M. Lerasle,
145674423,M. Kamath,
143889197,J. Woodward,
2263574857,Developed with the special contribution of the European Asso Rehabilitation,
2320905568,Oleksandr Narykov,
145022640,S. Parthasarathy,
1394243478,Jan Slifka,
6534571,Martin Kircher,
5934448,N. Varble,
2261564,L. Brander,
47559028,Yufeng Chen,
2090057401,Ita Erliyani,
6535973,Kyle R. Pomraning,
145186037,A. Marx,
1752750,Suju Rajan,
2089407333,Jonathan N. Tobin,
2066277284,Lisa Zimmermann,
2664393,J. Navaridas,
1661029350,Arohan Ajit,
2093193326,Siyu Ding,
2144306154,A. Chaturvedi,
1453716952,Kiefer Stefano Ranti,
2056947059,Jeffrey Dean,
2109692072,Zeyu Zheng,
2073751464,Severin Löffler,
2253763670,Sahil Udawant,
2342519,Antonella Travaglione,
1401329565,M. Rastegar-Mojarad,
94382880,Emily Benedetto,
6333327,G. Stein,
35365511,D. Fair,
2275244298,Arka Dhar,
8456870,Jin Sun,
3459111,E. Luigi,
2110628470,Robert C. Miller,
2253581486,Fanyue Xia,
49887995,W. Ullmann,
1401804750,David Lopez-Paz,
7519068,Josef van Genabith,
1719219,Giuseppe De Giacomo,"Università degli studi di Roma ""La Sapienza"", Italy"
2115205453,Javier González,
1556727715,L. Zanotti Fragonara,
2115384006,Yi Shen,
2156208,M. Marbouty,
40070335,Saurabh Tiwary,
2051744041,Victoria M. Tran,
2401455,R. Shelby,
40205333,Pan Li,
3954019,C. Tan,
1789382,Ruibang Luo,
72606233,Robin Geis,
145476059,Christopher R. Taber,
1805178,Michal Chromiak,
2055557361,C. Peterson,
22447999,S. Cruz Rivera,
2573446,M. Wittenberg,
40516351,J. Greig,
46541608,A. Paton,
1835678,M. Boustani,
32673361,Qiaochun Wang,
3472959,C. Rasmussen,
50666265,R. Schmitz,
145415398,P. Boylan,
3276986,F. Smeraldi,
2114702277,Anbuchezhian Nattappan,
52122002,M. van Smeden,
11665731,Yang Janet Liu,LMU Munich
73378773,Saeed-Ul Hassan,Manchester Met. University
2044896,Devin P. Sullivan,
2181396692,Davinder Paul Singh,
145799126,L. Braga,
144738726,C. Chow,
52020936,Majd M. Ariss,
2968127,I. J. Myung,
35791786,A. Balboni,
2276599246,Lianru Gao,
2262522891,J. Milligan,
9246913,E. Priyanka,
2338858,Igino Corona,
1807918,Jinbo Xu,
153640294,Raphael R. Eguchi,
1891727,F. Jollet,
2135420703,K. Y. Sánchez Mojica,
2148374177,Jin-Hee Cho,
2092189787,V. Cepeda,
2248277159,Andrew Philpot,
1399099352,C. O’Flanagan,
143687367,B. Watson,
82674724,S. Silberberg,
2118293921,Qi Zhou,
2539382,P. Prinsloo,
98147408,Payal Saha,
2142201,Christian Catalini,
145959774,R. Platt,
144771089,J. Weinstein,
1729056,Jiaya Jia,
2053949927,Min Dai,
29921329,Nikaash Puri,
2169579156,Batuhan Ozyurt,KUIS AI Center
2149577340,D. Baker,
2054441880,Erin Sullivan,
2235922391,Cyril Höschl,
2144230825,Juntao Liu,
5802863,K. Munney,
1955533,Wei-Hao Chen,
5034329,J. Salsberg,
2243068926,Dina Paltoo,
2557007,A. Melnikas,
120316650,D. Skinner,
21424995,A. Brinker,
50508958,A. Furness,
6897402,N. Stathonikos,
2104357845,Adam H. Cohen,
145570895,Michael Spranger,Sony AI Inc.; Sony Computer Science Laboratories Inc.; Sony Corporation
118201766,A. Pintado,
51263696,Wangxia Zuo,
2257296675,Daniel Lewin,
50204644,J. Nie,
39980906,Todor Mihaylov,
2118443454,Jianguo Wang,
7549589,Jorge Mendes de Jesus,
2144667591,A. Dariush,
2289169308,Yolanda Rautio,
31250579,J. Okazawa,
2786887,O. Poch,
50384171,Qi Liu,
92513663,W. Frazier,
153633955,C. Lawley,
1919531620,Mochen Zhang,
2286324246,Rick Sherman,
19257454,Sukriti Verma,
2079992096,B. V. Dongen,
152399053,Nilgun Donmez,
36093977,N. Young,
2289036645,M. DeVries,
2063057839,Janna Teltemann,
47833418,Yu Zheng,
144226778,G. Novelli,
2116575168,Shan Zhang,
2070502765,C. Blair,
48751061,D. Reisberg,
143931560,D. Arnott,
5069443,Andrea Procaccini,
1401670294,Thomas H. Segall-Shapiro,
4242209,K. Parakh,
2149517349,Haiping Du,
93769016,R. Herbst,
143730558,A. Shahraki,
2109440736,YuXi Sun,
32782204,Botond Sipos,
2188218346,Jun Yao,
2109120459,Limei Wang,
2670374,M. Manic,
1876891,N. Ramaswamy,
4112866,A. Nabaei,
2992071,Diana Benavides Prado,
3095629,A. Fodor,
48844851,Selee Na,
1475769632,Steven Keith,
2149199013,Tao Li,
114623761,W. Beaver,
2253656797,Peiyuan Liao,
2111036242,Mary D. Jones,
146430750,C. Seifert,
145646180,R. Abdullah,
48610835,Xiaodong Qi,
4223449,P. Marchena,
2068610973,S. Chandramouli,
5418724,F. Rashidi,
2119052362,Shaopeng Liu,
6197919,H. Oshitani,
1644181263,J. Friederich,
50181861,D. Barrett,
6004543,Kaja K. Jasińska,
3320294,Kenichi Koizumi,
38424357,S. Hand,
70465984,William J. McKenna,
2122218,G. Moustakides,
4377163,T. A. Breland,
1878723,Yangfan Zhou,
3116409,K. Kazama,
38967461,Alex Nichol,
8600637,O. Madridano,
78788607,A. Togo,
48173155,Jason D. R. Farquhar,
2280992321,Wei Guo,
2090872930,Blend Berisha,
5599390,Daniel L. Chen,
29799067,S. Steinschneider,
1715957,F. Turck,
3306542,N. Sriskandarajah,
2205046,Leonardo Gresta Paulino Murta,Universidade Federal Fluminense
1689702,Qingming Huang,
2465144,S. Rosenbaum,
145503327,A. Jagan,
49933622,R. Unger,
2843247,Michael H. Guo,
47053632,E. Monaco,
39792258,Liqun Chen,
2204708967,Alexander T. Pearson,
2253474896,Nathan A. Chi,
50779444,Hannah Jordt,
2191830601,Chethikkattuveli Salih Abdul Rahim,
9569075,Suresh Babu Chandanapalli,
1741745,Danny Bickson,
144056718,S. Haberman,
1691225,M. Khalgui,
6041186,L. Wacheul,
1720826926,Yifang Sun,
1400960317,Luis Marco-Ruiz,
144893252,Şengül Yaman,
19203269,K. Burská,
2190280830,Hatim Bourfoune,
2219752613,Huijun Xu,
1945962,Tomas Pfister,
39701283,G. Sarkis,
2187381831,Ziqi Zhao,
3950657,Srinivasan Madabushi,
143675556,D. Weitz,
2403396,Ioannis Kopanakis,
46750571,R. Zamani,
2068288208,R. Contreras,
36571223,Haibo Tian,
107726471,Ali. H. Shareef,
145813899,Rita Santos,
4674980,A. Porcino,
2108981214,Jianqiang Li,
144674610,P. Francis,
90943712,BalaAnand Muthu,
3251553,P. Rochon,
3016516,J. Balhoff,
153918127,Anette Schumacher,
2639462,Joana M. F. da Trindade,
143682840,L. Harten,
145059478,Jacqueline Kirby,
2052176300,Chao Du,
7606837,Marty S Player,
145021217,M. Seligman,
49891622,C. Buisson,
49981460,A. Makarov,
1396123409,N. Gonzalez,
2119796607,Hao Wu,
2327630,S. Childe,
46258792,Jim Winkens,
3097486,J. Richardson,
144682611,E. Foster,
2118848241,Lily Hu,
144611940,J. Rahayu,
145294775,Emily Howe,
2237431389,J. G. Th,
82706161,Jillian Tang,
2811717,Jana Giceva,
4569825,Ian R. Cleasby,
2331813,A. Voineskos,
2199805962,Qiming Wang,
143740871,Fabio Viola,
2144561096,Jiong Yang,
145378077,Lucian Popa,
3404947,C. Crema,
1798294837,Tobias Huber,
12822256,J. Chae,
2939592,K. Gollmer,
39911603,R. McCormack,
150077954,Dmitry Lepikhin,
30548762,Malika Elkyal,
144406259,S. Jackowski,
65744581,M. Paunescu,
2059072024,Innes Reid,
2587470,P. Biondich,
2053195019,J. Timmer,
39774770,D. Howe,
10361310,M. Charland,
49934155,D. Broadhurst,
47247217,S. Sax,
50509003,Daniel Barr,
47746203,L. Salama,
46997416,G. Nyamundanda,
144982204,M. Santillana,
39883908,M. Matteucci,
2351315288,Nisha Mary Jose,
2144851146,Steven Lu,
7813523,S. Uhrig,
2067227206,Sebastian Schuster,
80233141,Olakotan Olufisayo,
82495098,H. R. Vyawahare,
1691597,Sarit Kraus,Bar-Ilan University
50988143,Pong Eksombatchai,
3563437,Namgyu Kim,
2062862676,Mathilde Caron,
2084564300,G. Holmes,
2063924975,L. Cochrane,
2054089314,V. Vasilev,
46174952,Aishwarya Kamath,
2108270137,Hongge Chen,
2088206446,Amit Roy,"PhD Student, Computer Science, Purdue University"
49893795,E. P. Gajewska,
1736389,M. Dumontier,
47212878,Sabyasachi Dash,
2210247,F. DiMaio,
67142173,T. Haven,
145921064,R. Mello,
2241354632,Kyrie Zhixuan Zhou,
1721062,Nick Koudas,
117146526,O. Strunk,
1805740,R. Eils,
1689350,Eero P. Simoncelli,New York University; Simons Foundation
2238812439,Erika von Mutius,
2075322416,Ke Ma,
12554337,Mozhi Zhang,University of Maryland
1388000444,Tiferet Gazit,
1733999,L. Wasserman,
145793422,C. D. Laat,
1492053409,Lamar B. Fleming,
4172107,G. Hortobagyi,
1794626,T. Solorio,
145138762,Mei-Rong Alice Chen,
2245926,Conrad A. Nieduszynski,
2081160,S. Ji,
46941761,N. Samreen,
101469273,Christine Eon,
2505053,K. Liang,
2328305180,Bertram F. Malle,
50383982,Qiaoling Liu,
2060551,Jost Tobias Springenberg,
2170361,E. Bachmat,
30610015,Dianlei Xu,
35163568,N. Fusco,
48030114,F. Rosell,
1714524,C. Wohlin,
29353196,F. Bloom,
66073306,Kwang-Cheng Chen,
114916696,Snigdhaswin Kar,
145078515,Kang Li,
50413163,N. Kerlero de Rosbo,
2020563,Alexandros Armaos,
46525320,R. Roscher,
51042571,Albin Cassirer,
1485751785,Wuqian Guo,
2151553527,Jun Zhou,
2108379819,Jinlei Liu,
145799421,S. Turner,
3081971,K. Laukens,
3122895,Tarek Elsaleh,
1395286072,Vindell Washington,
2343748081,Jillian L. Wiggins,
68998021,J. Uhlmann,
2027599235,Mukai Li,
2117172067,Matthew Moore,
5085757,M. Mugavero,
1918769,C. Raczy,
145036587,Rong Qu,
145961313,Shen Yin,Norwegian University of Science and Technology
1680158,G. Gonçalves,
2073999587,Jordan T. York,
2924113,Karen Livescu,
51017707,Kuruva Lakshmanna,
2118768820,Nancy Chen,
40279803,M. Marcon,
2943819,Zehui Xiong,
2130977291,J. M. C. Columbie,
50489569,H. Bai,
39963828,W. Dieterich,
2270892947,Christopher Quince,
2274658,Mesfin F. Woldmariam,
6348771,M. Tingley,
10401940,J. Castresana,
2109084543,Jianyong Wang,
2198447067,Jia Yi Eyu,
2109096259,Joanne Hill,
3316453,M. Pichl,
2662572,Mark Latonero,
3106993,Audrey Desjardins,
69839829,StefanakisEmmanuel,
1798498,D. Delen,
5101412,J. Gershenwald,
144466185,M. Fang,
1870015,M. Padgett,
2118292872,Taeseok Kang,
2144177561,Ji Zhang,
47833537,Yufan Zheng,
3094374,Kritika Anand,
2118636063,Yuan Gao,
144901955,Carolyn Jane Anderson,Wellesley College
9874687,Yoseph Barash,
2207360425,Siddhanth D. Shetty,
148070327,Saurav Kadavath,UC Berkeley
145463306,J. Beulens,
1557335205,Xiyu Deng,
143819272,E. Akyol,
2247495712,Paul A. Viola,
46596216,A. Saminathan,
14538574,S. Razzaki,
143735039,G. Gowda,
1978710,R. Mark,
1491572696,D. Fischer,
72404015,Christoph Kilian,
145586008,Mingzhang Pan,
2327323,J. Haxby,
1716440,Roger Wattenhofer,ETH Zurich
1401723615,Alexia Jolicoeur-Martineau,
2256396106,David R. Karger,
40208102,N. Broad,
47038321,Simran Arora,
1797655,R. Mooney,
147171110,J. W. Vaughan,
2153101488,Meng Li,
6284264,C. Mudgal,
6151025,S. Binning,
66128037,D. Raveh,
2164011959,Hao Wang,
120517840,D. Berckmans,
1696238,W. Raghupathi,
120265198,L. Diaconu,
2378835,Jinghua Groppe,
11571384,M. Roth,
2197287293,Pei Guo,
40544399,Mingwang Tang,
2115429314,Yi Pan,
2065333595,C. Castillo,
22192720,C. Maddila,
1752765,Faisal Nawab,
115220971,Joseph Heath,
2155570461,Junjie Zhang,
8956664,T. Conte,
2146032705,Liang Chen,
144455978,J. Braun,
1735981,M. Cabo,
2368691,Sungjoon Choi,
2487859,I. C. Gormley,
2156144422,Lun Zhang,
3680574,K. Cai,
152584771,P. Vasconcelos,
2034354321,Shubham Sharma,
145855475,Lauren Goodman,
2768005,Ali A. Elghariani,
9502962,J. Alwidian,
35066258,Brent Harrison,
84353190,Jui-Wen Pan,
1690281,A. Farinelli,
2869958,Adrian Vladu,
4960052,K. Jirage,
1737497,Karl J. Friston,
40277134,Kristofer Bengtsson,
1800307,F. Tortorella,
144066759,M. Hernández,
1601375486,Jett Crowdis,
143844927,R. Pellerin,
145214910,R. H. Douglas,
2175053,J. Kovach,
2146257131,Tyna Eloundou,
2090359185,Endrit Mëziu,
1752727,C. Adjih,
1682947,A. Heppenstall,
2874052,Matthias Dorfer,
2679340,H. Trickey,
144591973,Philip James,
1415609927,G. Ramírez-Garnica,
150053753,Christopher L. Carmichael,
35248814,S. Simmons,
2215958663,Veethika Gupta,
38249085,G. Grau,
2061810334,Neide Mayumi Osada,
40562313,B. Sridharan,
3667071,D. Tan,
2113402609,R. Fernandez,
144308068,C. Eckert,
1476814614,Shlomi Linoy,
2068068778,Andrew G. Howard,
2268778436,Steve Iliffe,
143827115,Brian Babcock,
2672661,Yingzhen Li,
1404291687,G. Carvalho,
50814937,Roshan Sharma,
1859813,Erin Renshaw,
4612832,J. Hong,
2108738446,Yasha Wang,
6144872,K. Gleditsch,
152475512,X. Zhai,
46714697,Jonathan Zittrain,
1800169,K. Ueda,
2620623,Karoline Faust,
144570237,Chengjing Xia,
143826246,A. Madry,
145932397,C. Pu,
1704157,Byung-Gon Chun,
1392549036,Scott J. Vitell,
47932577,B. Reichel,
29912342,Philipp Moritz,
2151300472,Guangming Li,
2110094441,A. Gupta,
3456699,Shreeraman Ponpathirkoottam,
1709817,Youyou Lu,
1760402,A. Moore,
2404567,E. Silfen,
5989524,D. Seely,
1397978499,Trevor J. M. Bench-Capon,University of Liverpool
35016672,Benjamin J. Raphael,
145055084,J. Downs,
152358518,Bo Ma,
52238227,N. Wainstein,
2252164236,H. Reijers,
3463388,A. Elfiky,
143993045,Thomas Neumann,
9378898,J. Boiko,
30176974,Stanislav Fort,Stanford University
1800122,Gabriel Ciobanu,"A.I.Cuza University of Iasi; Romanian Academy, Iasi"
4351517,A. Odisho,
3739170,Jörg Kuharev,
143978938,N. Goldman,
49402809,Jun Yu,
49807919,Furu Wei,Microsoft Research
2116648175,Michael Smith,
2250854148,A. Sen,
10373738,Hyeonmin Ha,
15434721,Leyla Homayuni,
1692943,E. Börger,
1401829700,Shai Ben-David,
2256476988,W. J. Zheng,
67145999,S. Spann,
50603409,E. Oksenhendler,
145238633,R. Erbe,
2115574589,Marco Gonzalez,
2108692564,Wenbo Li,
2065712703,Eric Larsen,
2173694163,Shailesh Agrawal,
2319523368,Oluwaseun Ipede,
2078448903,Ariel Cintr'on-Arias,
9246931,D. Suciu,
147016584,J. Alarcón,
34311534,Alison Simmons,
4275382,S. Fourati,
48089925,A. Aamer,
2273474890,Caroline M. Gevaert,
32680623,Tian Zhang,
39943751,N. Groves,
143926017,P. Helo,
12717353,W. Xiao-chang,
2069429309,Thuan Ho,
2136664,T. Chady,
49951082,Haiyan Fan,
26656725,I. Blaženović,
2118378903,Yue Chen,
2144045240,Ravi Kumar,
2152747624,Jun Li,
51316273,Lizzie Dorfman,
2108142582,Weiguang Zhang,
2157209660,Ping Zhang,
1471206276,David Deltgen,
3231501,Songhua Xu,
26331346,V. Chernozhukov,
2286716992,Alan Priyatna,
2203731,Ashvin Goel,
1693080,M. Troutt,
3440939,Renqian Luo,Microsoft Research; Microsoft Research Asia; Microsoft Research AI4Science; Microsoft; University of Science and Technology of China
145561454,Eyal Winter,
2621022,Ioannis Konstas,Heriot-Watt University
2665109,O. Queseth,
2561280,R. Dror,
143756084,K. Chayama,
4932446,E. Schoenfeld,
2072229918,C. Antonin,
2126196535,Jesus Ayala,
46792925,H. Buttner,
32102893,M. Ryzhova,
3744274,J. Ecker,
2105414,F. D. Meulder,
3300337,Barbara Guidi,
34660241,G. Rubin,
2313576611,Mae Cargo,
2643599,W. Alkema,
2274408372,Amr F. Fahmy,
2286629487,Imakaev,
1753431,Enno Ohlebusch,
2446364,Zachary Bessinger,
151184745,R. González,
39807980,Bineeth Kuriakose,"Department of Computer Science, Oslo Metropolitan University"
117392424,Felix Reimann,
3407537,Berk Ekmekci,
145587209,N. Navab,
47892673,Hongfei Li,
2188058565,Xipeng Qiu,
94131664,Hang Liu,
145726268,J. M. David,
38566150,M. Wei,
49404233,Hang Li,Bytedance Technology
1698320,R. Illikkal,
1402195255,S. Gil-Lopez,
2994035,G. Berseth,
145220427,Ramiro Varela,
145076034,M. Roberts,
2817677,Qinghua Zheng,
51044656,A. C. Cruz,
1687928,S. Park,
1712832,L. Lakhal,
2065826788,Quirin Fischer,
2115992363,J. Park,
40991600,L. Chiudinelli,
1500662261,Xinran Zhao,
31732712,H. MacLeod,
2981299,D. Rhodes,
143949626,Niall Moore,
1683494,Mike Ignatowski,
2268671,Didier Rémy,
11708863,H. Badreldin,
145850486,Y. Soh,
2251863,L. Soenksen,
3900551,L. Isbell,
46866607,M. M. Weil,
1778039,Saeed Sharifian,
2219529785,Dave P. Miller,
87193401,D. Vuijk,
11013459,E. Kerkri,
9587918,Linda Coyle,
34116245,Chandrasekhar Ramakrishnan,
6510585,S. Sonde,
2281717468,A. Vlaar,
2248087525,Miles Fisher,
2055357849,Peng Shi,
66766071,Terah Lyons,
2823886,C. Hawley,
40430399,J. Norris,
143867129,Jie Bao,
117849477,Pau Rodríguez López,
36176415,Savannah M Cook,
1912678,Brandon Araki,
2642200,Fuzheng Zhang,
113362245,Julian R. A. Swinkels,
5496996,N. Paramasivam,
2142817458,Pulkit Khursija,
1704932,Y. Kawahara,
2608433,G. Marcou,
33884920,Jörn Hees,
2230665823,J. Dean,
1971458,Kaixi Hou,
34950559,R. Grady,
1910363,Mehrdad Khani Shirkoohi,
1723381,C. Păsăreanu,
1401641678,R. Choo-wing,
32392946,H. Fraser,
2148444557,Jana Thompson,
1695694,S. Koren,
2298499873,So-Youn Shin,
9070175,Ling Xu,
2155493639,Hui Li,
2279228,S. Gomez,
101187133,Suk-bae Lee,
3412876,O. Oyedotun,
47413516,Hung-Yuan Cheng,
4924433,R. Kelishadi,
2034205494,Danie J Meyer,
29827891,Jared Davis,
101097707,Amélie Godefroidt,
145950552,Chao Qiu,
3262394,Daguang Xu,
3887469,Yaobo Liang,
144093093,P. Bello,
2699239,Yifan Peng,Weill Cornell Medicine
12176772,A. Hanuka,
145295514,J. Paoli,
2237329875,Sven Beyer,
2362587,Jinxi Xu,
2578924,Xizhou Zhu,
3063356,Zhongle Xie,
1580533063,A. Kalinnikov,
2118426824,Ying Chen,
2680907,N. Taib,
1771993,K. Lai,
2336730365,Lisa Thomas,
49485602,A. Young,
2856967,R. Friend,
1922210,A. Joinson,
143826491,Tao Qin,
2064354151,Florian Auer,
3404168,Aron-Levi Herregodts,
1796058,Xixuan Feng,
37156544,M. Mohseni,
2907260,Matthias Gallé,Naver Labs Europe
46806278,Ting Yu,
1472894007,Greg C. Corrado,
119609343,P. R. Rodrigues,
2088577995,Kai Kang,
2052562436,Christopher Hart,
2162733,Sepideh Sadeghi,Google; Ex: Uber Technologies Inc; Ex:Tufts University
40403203,Crystal Jacobson,
2107783824,J. Xu,
145274249,Jinghai Rao,
3207804,M. A. Kabir,
3038916,C. Lareau,
107896690,Mohammadamin Azimi,
2237656857,Agnes Koschmider,
144727479,R. Farrell,
5595409,G. A. Benders,
2157206635,Jong Kyoung Kim,
1802748,Huiqi Hu,
152632389,B. Gao,
153061655,D. Dalton,
2110787722,Xinyi Liu,
4912964,Christopher T. Lowenkamp,
3094789,Mohamed Ziauddin,
2546476,W. Verbeke,
46215055,Sang Michael Xie,
2068023830,Gloria Chou,
1868800,Nichole L. King,
3436467,A. Kriegstein,
34614031,T. Gajda,
8672550,Pavani Yashodha De Silva,
3251979,B. Jouaneton,
2518515,Jonathan I. Maletic,
5597576,K. Harnish,
